NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado
FLYQGBPWJFX,36,174,OKYL63356096091926,NFOG29126941177810,974.92,1651369224.231358,1658108424.23136,266-27-4752,pendiente
ZSSKGBI7QNV,36,174,OKYL63356096091926,WNEF36793299645279,177.51,1651974024.231398,1658540424.2314,266-27-4752,aceptado
MGCNGBWAL0L,36,174,HQYF83182067432461,RUIM71101958506983,907.67,1652578824.231421,1658108424.231423,266-27-4752,pendiente
BXGUGBCP2LD,36,174,HQYF83182067432461,QGAA93069693302153,47.35,1651801224.23146,1657244424.231462,266-27-4752,aceptado
SQLLGBC8I6R,36,174,HQYF83182067432461,MJQW10010688809494,556.93,1653442824.231483,1657849224.231485,266-27-4752,rechazado
APYKGBPWB64,36,174,HQYF83182067432461,THEQ53023354499186,500.52,1650764424.231506,1657676424.231508,266-27-4752,pendiente
ALYJGBNKBLT,36,174,HQYF83182067432461,AUUD59369234424435,894.71,1653442824.231529,1658540424.231531,266-27-4752,pendiente
IFFNGB3FZLV,36,174,HQYF83182067432461,XVTQ49170372258720,592.36,1653097224.231552,1658108424.231553,266-27-4752,aceptado
ORYHGBUY7PD,36,174,HQYF83182067432461,NPWT94824258571349,60.61,1652751624.231574,1657330824.231576,266-27-4752,pendiente
MJWWGBX3H7T,36,174,HQYF83182067432461,JGOQ00546631092181,239.03,1653183624.231597,1658626824.231599,266-27-4752,pendiente
ZRUJGB39V8T,36,174,PRPC14248104123732,XTLA57373872830008,947.32,1652406024.23162,1658022024.231622,266-27-4752,aceptado
ZILGGBUB53W,36,174,PRPC14248104123732,HBHO47393546700836,986.69,1651023624.231661,1657590024.231663,266-27-4752,pendiente
STSFGB8DKTI,36,132,YAKO26637569398066,SNYZ58168006211608,912.88,1652751624.231954,1658454024.231956,870-85-0051,rechazado
XSCNGB917YK,36,132,YAKO26637569398066,YGRZ23577675495031,739.05,1653183624.232002,1658454024.232004,870-85-0051,aceptado
CPHXGBJDX4F,36,132,YAKO26637569398066,YXFM67201248502340,977.05,1652838024.232031,1657676424.232032,870-85-0051,rechazado
XMBMGBC39E1,36,132,YAKO26637569398066,ILLJ21791324175689,638.13,1653529224.232053,1657158024.232055,870-85-0051,aceptado
VBAIGBHY1Z0,36,132,YAKO26637569398066,BIED15476463693031,96.74,1651455624.232075,1658022024.232076,870-85-0051,pendiente
BDWVGBK1FE3,36,132,YAKO26637569398066,DLSH38352418306600,625.83,1652146824.232097,1658367624.232099,870-85-0051,aceptado
BZMSGBXDZQM,36,132,YAKO26637569398066,MFZD63567489873643,506.25,1653010824.232119,1657590024.232121,870-85-0051,pendiente
EHIZGB6CAAD,36,132,YAKO26637569398066,AIBZ30805001972423,110.8,1653097224.232144,1657590024.232146,870-85-0051,aceptado
KAANGBY21ZU,36,132,YAKO26637569398066,NQWZ81449493099816,992.73,1651801224.232177,1657330824.232179,870-85-0051,aceptado
WIWFGBSR7NS,36,132,YAKO26637569398066,MVRU72900062697480,793.22,1651628424.2322,1658799624.232202,870-85-0051,aceptado
RZGPGBRHHOO,36,132,YAKO26637569398066,ZMFY08274845178774,904.38,1653356424.232222,1658367624.232224,870-85-0051,rechazado
UBDWGBUDZST,36,132,ILIB55748437214891,FPBG64495611577474,100.03,1650332424.232245,1658713224.232247,870-85-0051,aceptado
OJHAGBMK8A1,36,132,ILIB55748437214891,RGYQ82350301807477,235.87,1650764424.232304,1657244424.232306,870-85-0051,pendiente
FPQKGBYYB6C,36,132,ILIB55748437214891,SWNW23344172446126,591.13,1651887624.232329,1658454024.23233,870-85-0051,rechazado
INAGGBJCWS6,36,132,ILIB55748437214891,OCOF87190955785884,882.26,1653183624.232351,1658022024.232353,870-85-0051,pendiente
IZHGGBLZTWC,36,132,ILIB55748437214891,QEKR73984234777815,634.18,1650850824.232373,1658540424.232377,870-85-0051,aceptado
QQEAGB3KIIZ,36,132,ILIB55748437214891,RGWY03810849871909,24.59,1653442824.232401,1657071624.232402,870-85-0051,rechazado
QNTSGB0LIU0,36,132,ILIB55748437214891,EPUS26591545047646,355.06,1652492424.232424,1657676424.232425,870-85-0051,aceptado
YCGWGBKHDK0,36,132,ILIB55748437214891,ZWTC49504138033354,440.56,1653442824.232446,1658194824.232448,870-85-0051,pendiente
NRKXGBZ54OG,36,132,ILIB55748437214891,NBMB58692902550188,787.72,1651369224.232477,1657158024.232479,870-85-0051,aceptado
GEDSGBPJ7Y0,6,131,IYKO54101311499755,XWXZ31652937302839,316.06,1652838024.232776,1657244424.23278,099-65-1737,rechazado
HETKGBSR59G,6,131,IYKO54101311499755,AXSG84242873893505,730.08,1651714824.232812,1657676424.232814,099-65-1737,rechazado
DLLFGBK1KNV,6,131,IYKO54101311499755,QYUR42635411499195,126.31,1651110024.232835,1658454024.232836,099-65-1737,pendiente
OCSKGBUZTIQ,6,131,IYKO54101311499755,VVAA70704842530661,941.17,1653442824.232858,1657417224.232859,099-65-1737,rechazado
MACRGBB75H2,6,131,IYKO54101311499755,GIRJ31982827390610,78.24,1651455624.23288,1657676424.232882,099-65-1737,rechazado
AYXTGB4XEIQ,6,131,IYKO54101311499755,BGLF58936323479070,80.43,1650159624.232903,1658108424.232904,099-65-1737,aceptado
MEQYGBS0ELK,6,131,IYKO54101311499755,GTMN11840062089757,601.16,1652146824.232925,1658713224.232926,099-65-1737,rechazado
UYKFGBV43R6,6,131,IYKO54101311499755,KEPN01285293715076,128.44,1650764424.232947,1658194824.232949,099-65-1737,pendiente
CYCFGBHGCZG,6,131,IYKO54101311499755,TZOW73693205124012,923.45,1653356424.232969,1658367624.232971,099-65-1737,aceptado
ZDDQGBTNXXV,6,131,IYKO54101311499755,UAPG98467483615067,639.64,1653270024.232992,1658194824.232993,099-65-1737,aceptado
KGZHGBTR8XD,6,131,IYKO54101311499755,QYAQ85123759996102,972.09,1651801224.233015,1657417224.233016,099-65-1737,aceptado
QPWQGBLVX9S,6,131,IYKO54101311499755,WUFR63892871774307,332.2,1652578824.233037,1657590024.233039,099-65-1737,rechazado
KMDAGBV89KZ,6,131,IYKO54101311499755,XIDE22177440996301,10.52,1650937224.233059,1658281224.233061,099-65-1737,pendiente
PDDIGBS8S76,6,131,IYKO54101311499755,REMH39111517864217,448.27,1653356424.233081,1657676424.233083,099-65-1737,rechazado
KAGGGBKPDVF,6,131,IYKO54101311499755,MIXQ00338505731237,678.42,1650418824.233104,1657590024.233105,099-65-1737,rechazado
IPKXGB9PLUL,6,131,IYKO54101311499755,GIDX11028363911184,966.48,1652060424.233125,1657417224.233127,099-65-1737,aceptado
FSHGGBFPJ1I,6,131,IYKO54101311499755,MWED35856860126027,589.35,1652319624.233152,1658108424.233153,099-65-1737,pendiente
BVYOGB7OL9Y,6,131,IYKO54101311499755,PDYK21534413149807,336.03,1652406024.233174,1657503624.233175,099-65-1737,pendiente
EVGRGB38N83,6,131,IYKO54101311499755,LHTA26395257970351,551.3,1651455624.233196,1658108424.233198,099-65-1737,pendiente
XKVGGBIK9PE,6,131,IYKO54101311499755,FCNX05353078478450,283.61,1653183624.233219,1657503624.23322,099-65-1737,aceptado
RGIWGBRUVEM,66,182,SYYP85365415327881,SIGS15074338854737,642.3,1651196424.233501,1657158024.233502,670-78-0743,aceptado
VAKGGBDWA1U,66,182,SYYP85365415327881,DNRK42824421841695,460.39,1653615624.233523,1658626824.233525,670-78-0743,aceptado
UPGUGBFLE9R,66,182,SYYP85365415327881,HCHB19057539156072,207.51,1652060424.233546,1657935624.233548,670-78-0743,pendiente
VERGGB0KF5R,66,182,SYYP85365415327881,VYXX79765622560303,451.82,1652146824.233569,1658022024.23357,670-78-0743,aceptado
PENNGBCF3CP,66,182,SYYP85365415327881,UAEX23193873399131,640.53,1650505224.233591,1658626824.233593,670-78-0743,pendiente
EQPOGBPZ7M6,66,182,SYYP85365415327881,FZDO01524496816151,444.71,1653356424.233613,1658626824.233615,670-78-0743,aceptado
MHJQGBVKAYK,66,182,KLON42490780311795,PWPM82376949522630,935.34,1653442824.233636,1657071624.233638,670-78-0743,rechazado
HUIRGBFS9FR,66,182,KLON42490780311795,FSVI36620526835542,622.07,1652924424.233675,1658713224.233676,670-78-0743,pendiente
APOXGBQY1LD,66,182,KLON42490780311795,IDBS29125551702997,692.76,1652060424.233697,1657849224.233698,670-78-0743,pendiente
ZXHSGB1NSDC,66,182,KLON42490780311795,KXRX36276565281453,743.33,1651887624.233719,1657158024.23372,670-78-0743,rechazado
WKLEGBQKMRQ,66,182,KLON42490780311795,WDGZ13008486171160,633.02,1650764424.233741,1658454024.233742,670-78-0743,aceptado
OXKVGB00RL8,66,182,KLON42490780311795,LOZO21436781086974,217.69,1650246024.233763,1658281224.233765,670-78-0743,rechazado
LBYTGBEHWM5,66,182,KLON42490780311795,RWHS49162401718440,647.47,1652492424.233786,1658281224.233787,670-78-0743,aceptado
ROCCGBMVF9I,66,182,KLON42490780311795,JVUQ24520025306594,192.49,1653097224.233811,1658799624.233813,670-78-0743,aceptado
IUCOGBXACN5,66,182,KLON42490780311795,NIXX00427499254709,507.04,1651801224.233833,1657158024.233835,670-78-0743,aceptado
YEQGGBG23LF,66,182,KLON42490780311795,CJDY45301756894272,837.1,1653529224.233855,1657849224.233857,670-78-0743,rechazado
WHOTGBSV3E0,66,182,KLON42490780311795,QDFQ28905346588232,59.23,1651196424.233878,1657417224.233879,670-78-0743,pendiente
XWDGGBGG7BW,66,182,KLON42490780311795,IZSX93135781324954,347.62,1650332424.2339,1657676424.233902,670-78-0743,rechazado
NSZFGBD2B2W,66,182,KLON42490780311795,NTEX55518601967800,228.09,1651110024.233923,1658281224.233924,670-78-0743,pendiente
NKCWGBZRS4V,66,182,KLON42490780311795,MTQI33630852853903,315.46,1653356424.233945,1658799624.233947,670-78-0743,pendiente
CRXCGB0F2HV,45,258,XMNZ01514061898068,YFEH64846467285854,316.28,1653010824.234224,1657676424.234226,810-79-0187,pendiente
PSNWGB3U3ZL,45,258,XMNZ01514061898068,KRQN53301609847771,319.29,1650678024.234247,1657762824.234249,810-79-0187,pendiente
URVGGB7PKGG,45,258,XMNZ01514061898068,WEIT53328604167617,906.86,1651542024.23427,1657676424.234271,810-79-0187,pendiente
QRAPGB9A0R2,45,258,XMNZ01514061898068,JBIS16845107357852,799.31,1652751624.234292,1657503624.234293,810-79-0187,pendiente
XRHQGBT5MJ0,45,258,XMNZ01514061898068,VZON18825925603602,631.64,1652406024.234314,1657503624.234316,810-79-0187,aceptado
KLBRGBYOR2K,45,258,XMNZ01514061898068,VMYV33807596370747,442.08,1651369224.234336,1657503624.234338,810-79-0187,aceptado
NJFHGBS7M33,45,258,XMNZ01514061898068,SWFL32708929695921,692.98,1650591624.234359,1658454024.234361,810-79-0187,aceptado
ACACGBL5UAN,45,258,XMNZ01514061898068,IJSP83294179525169,154.29,1651714824.234382,1657330824.234383,810-79-0187,aceptado
LDBOGBMDJHK,45,258,XMNZ01514061898068,QRBY15624529156862,707.77,1653183624.234404,1657676424.234405,810-79-0187,pendiente
SCEDGBSUHIR,45,258,IAIA86932849500569,ZBAZ39728802583732,619.16,1652924424.234426,1658454024.234427,810-79-0187,rechazado
SHIUGBRSMBJ,45,258,IAIA86932849500569,CVWL08174496944325,826.41,1652924424.234464,1658022024.234465,810-79-0187,rechazado
WUJDGBL68WS,45,258,IAIA86932849500569,IPZY73773364345147,794.96,1652751624.234486,1658713224.234488,810-79-0187,pendiente
SUKXGBZ3M8H,45,258,IAIA86932849500569,RFCX72737026928558,433.92,1650418824.234509,1658540424.234511,810-79-0187,rechazado
AZXGGBLVO9H,45,258,IAIA86932849500569,QVYG98639348090016,693.95,1651110024.234532,1657935624.234533,810-79-0187,aceptado
EKGOGB45M4U,45,258,IAIA86932849500569,KLDU40299542163447,621.98,1653183624.234554,1658454024.234555,810-79-0187,rechazado
DVYCGB9HYJ2,45,258,IAIA86932849500569,AZQM72351200341515,845.34,1650332424.234579,1657676424.23458,810-79-0187,aceptado
DDHOGBYN0DP,45,258,IAIA86932849500569,WFLD30781213123525,654.5,1651369224.234601,1657849224.234603,810-79-0187,rechazado
FUELGBKHXGU,45,258,IAIA86932849500569,RHIR32093189484291,954.73,1651542024.234624,1657071624.234625,810-79-0187,aceptado
EKSJGB6P2S0,45,258,IAIA86932849500569,MNML90892595844894,543.82,1651023624.234646,1658108424.234647,810-79-0187,rechazado
AZPAGBX48IY,45,258,IAIA86932849500569,HURF23661821570514,106.25,1651542024.234682,1657935624.234683,810-79-0187,pendiente
UDJBGBN52PH,80,165,KRDW58848096941777,KKEM14927196500419,763.26,1650850824.234961,1658454024.234962,406-74-7114,aceptado
UQEPGBM8PL6,80,165,KRDW58848096941777,CDYO45435411546044,807.6,1651887624.234983,1658194824.234985,406-74-7114,pendiente
OOARGBG0BBD,80,165,KRDW58848096941777,NYUY24688505964403,91.05,1652924424.235006,1658799624.235007,406-74-7114,aceptado
BWLXGB0RNX9,80,165,KRDW58848096941777,ZLKC67306489853939,386.39,1651801224.235028,1658713224.23503,406-74-7114,aceptado
SJVNGBMTBOK,80,165,KRDW58848096941777,RQCT11194268032786,127.59,1651196424.235051,1657762824.235052,406-74-7114,pendiente
FIWPGBNPJEQ,80,165,KRDW58848096941777,WUZS03282089550219,80.5,1652665224.235073,1657849224.235074,406-74-7114,pendiente
ACEPGBKJZBO,80,165,KRDW58848096941777,WZKF21195708949862,129.8,1653183624.235095,1657935624.235097,406-74-7114,pendiente
QXCSGBWZIU0,80,165,KRDW58848096941777,QWKL68867971947606,738.16,1652924424.235117,1658281224.235119,406-74-7114,pendiente
QABIGBDBALR,80,165,KRDW58848096941777,FPQH08911803051367,744.73,1652406024.235139,1658454024.235143,406-74-7114,aceptado
ASPRGBAS7CB,80,165,KRDW58848096941777,RPFG01219316619614,321.21,1650418824.235164,1658713224.235165,406-74-7114,rechazado
DXWZGB0JN7V,80,165,KRDW58848096941777,QVOG67483908688973,279.8,1651628424.235186,1657935624.235187,406-74-7114,rechazado
HCSRGBROGE8,80,165,KRDW58848096941777,MJTW24919597607197,483.53,1652838024.235208,1658281224.23521,406-74-7114,aceptado
MJNLGBWAZFS,80,165,KRDW58848096941777,HUJS49584953267558,546.97,1652319624.23523,1657503624.235232,406-74-7114,rechazado
NZVEGBSZAS6,80,165,KRDW58848096941777,WWGM57424729115740,212.06,1652406024.235252,1657071624.235254,406-74-7114,pendiente
VPFLGBXKLSI,80,165,KRDW58848096941777,KOXG68461376039449,491.68,1652319624.235274,1658281224.235276,406-74-7114,pendiente
KBPVGBEYZF5,80,165,KRDW58848096941777,IXYR82140152314882,163.15,1653183624.235297,1658108424.235298,406-74-7114,pendiente
QRFAGB7B06K,80,165,KRDW58848096941777,MNQK74843746058747,195.7,1651023624.235319,1657330824.23532,406-74-7114,aceptado
NKPCGBA3FNT,80,165,KRDW58848096941777,CJDX70312920984902,370.55,1652406024.235341,1658454024.235342,406-74-7114,rechazado
HBOFGBLUIUO,80,165,KRDW58848096941777,TCUO35966279318676,18.03,1651282824.235363,1657158024.235364,406-74-7114,aceptado
YEYJGBME7PD,80,165,KRDW58848096941777,HLJZ26365468699709,220.67,1652492424.235385,1658713224.235387,406-74-7114,rechazado
QGYLGBIN72T,81,289,PGGC69374493882597,BXGR46664678797675,875.79,1652319624.235665,1657158024.235666,814-25-4075,rechazado
BRWTGBBM4JA,81,289,PGGC69374493882597,MMPH14953371899315,689.78,1651455624.235687,1658713224.235688,814-25-4075,rechazado
HMOLGB3BELC,81,289,PGGC69374493882597,ENHS24840438380967,462.79,1651887624.235709,1657330824.235711,814-25-4075,rechazado
FBEVGBQZGXF,81,289,PGGC69374493882597,HKSB02627219905255,795.41,1651801224.235731,1657071624.235733,814-25-4075,rechazado
NHFKGBBCPRV,81,289,PGGC69374493882597,ZWGI05988543237567,588.65,1653270024.235754,1658022024.235756,814-25-4075,aceptado
MSDXGBSTCIS,81,289,PGGC69374493882597,IIHL86885852402267,374.75,1651887624.235776,1657762824.235778,814-25-4075,aceptado
HUBCGB8XXIJ,81,289,XMKI88736323611557,FKLS50303196573270,195.61,1653097224.235798,1658194824.2358,814-25-4075,rechazado
XQKZGB40TLX,81,289,XMKI88736323611557,SCDT99001064869152,980.72,1652665224.235845,1657071624.235846,814-25-4075,aceptado
TETQGBN78OR,81,289,XMKI88736323611557,RQGT08928948632458,452.82,1652751624.235867,1657849224.235869,814-25-4075,pendiente
ZZQEGBHPYSW,81,289,XMKI88736323611557,HJID59580346658070,85.99,1652492424.235889,1657590024.235891,814-25-4075,rechazado
RSNVGBEDB40,81,289,XMKI88736323611557,VCGN23643755444926,712.91,1653442824.235912,1657503624.235913,814-25-4075,aceptado
WSYXGBRIRXU,81,289,XMKI88736323611557,HJGE65057122923500,967.82,1652233224.235934,1657762824.235936,814-25-4075,aceptado
PZVGGBBQTL7,81,289,XMKI88736323611557,FABT91695418363834,652.46,1653183624.235956,1657417224.235958,814-25-4075,aceptado
TFZOGB8XN1V,81,289,XMKI88736323611557,HKXD43803139225318,527.45,1652406024.235979,1658799624.23598,814-25-4075,pendiente
MGVJGBPPRZ0,81,289,XMKI88736323611557,HZNL25335634033855,748.86,1651542024.236001,1657330824.236003,814-25-4075,rechazado
FDZMGB0WXFQ,81,289,XMKI88736323611557,NAEV96510007468299,194.59,1650246024.236024,1657071624.236025,814-25-4075,aceptado
TIWEGBAK6VU,81,289,XMKI88736323611557,RFUT87932865487858,782.42,1653097224.236046,1657071624.236047,814-25-4075,pendiente
FYDTGB2J3Q1,81,289,XMKI88736323611557,MOJD00950551474355,180.86,1651369224.236068,1658626824.23607,814-25-4075,rechazado
SJNGGBWBNGQ,81,289,XMKI88736323611557,GBIE87811749586544,87.68,1652665224.23609,1658799624.236092,814-25-4075,pendiente
UYFTGBYZ6LB,81,289,XMKI88736323611557,VNZV51133620909467,74.3,1652924424.236113,1658281224.236114,814-25-4075,rechazado
IMSHGB07FD3,8,186,SHNG33769940033149,EUIQ42929552579499,600.77,1651801224.236392,1657503624.236394,236-49-0174,aceptado
YGSTGBOFLRE,8,186,SHNG33769940033149,LJUJ88159092488094,596.67,1651023624.236415,1657158024.236416,236-49-0174,aceptado
ZSDJGBE1I0W,8,186,SHNG33769940033149,MATE01341332469948,524.41,1651455624.236437,1657158024.236439,236-49-0174,aceptado
BDAEGB6PK04,8,186,SHNG33769940033149,MFLE59247719136221,217.19,1652060424.23646,1657071624.236461,236-49-0174,pendiente
QWDIGBSRZQE,8,186,SHNG33769940033149,QHZP99338489258415,323.15,1653529224.236482,1657935624.236484,236-49-0174,rechazado
NZEYGBB6GBP,8,186,SHNG33769940033149,ZPTA26756909524672,775.3,1650850824.236504,1658022024.236506,236-49-0174,aceptado
VENVGBB1M7L,8,186,SHNG33769940033149,JRZI57825413626853,277.52,1653010824.236527,1657158024.236528,236-49-0174,aceptado
SOAPGB6O9Q4,8,186,GORZ48280794529934,GUDH51942762117312,896.94,1650678024.236549,1657762824.23655,236-49-0174,pendiente
VUUDGBF2N15,8,186,GORZ48280794529934,QAXT41911725432243,50.95,1651369224.236587,1658194824.236588,236-49-0174,aceptado
CTSIGB4ZQRT,8,186,GORZ48280794529934,GDFE04842021338545,861.17,1653183624.236609,1658799624.236611,236-49-0174,rechazado
LOHHGBHF2NM,8,186,GORZ48280794529934,RZYP94881037528764,929.4,1650591624.236632,1658281224.236633,236-49-0174,rechazado
RIDFGBCPW0C,8,186,GORZ48280794529934,FFBR21803549323734,545.07,1652406024.236654,1658367624.236655,236-49-0174,rechazado
JAVBGBER3CP,8,186,GORZ48280794529934,MUWD95865209232822,343.02,1651801224.236676,1657417224.236678,236-49-0174,rechazado
CFNIGB4WNTZ,8,186,GORZ48280794529934,RKEV34025570466786,171.72,1652233224.236698,1657935624.2367,236-49-0174,aceptado
CYHPGBJEEFX,8,186,GORZ48280794529934,XVMJ69039631891006,219.68,1652233224.236721,1657590024.236722,236-49-0174,rechazado
LLHPGBFPIEO,8,186,GORZ48280794529934,VHEL43406664966761,784.57,1652146824.236743,1657676424.236744,236-49-0174,rechazado
EJOPGBRV7S0,8,186,GORZ48280794529934,QROX29374160187775,325.31,1652233224.236765,1657762824.236767,236-49-0174,pendiente
JCGRGB3MT40,8,186,GORZ48280794529934,SEJQ46706788306077,771.35,1651542024.236787,1657849224.236789,236-49-0174,rechazado
TUBOGB20IU2,8,186,GORZ48280794529934,UWLS07381958831651,167.57,1651455624.236809,1657590024.23681,236-49-0174,pendiente
PITGGBFID1R,8,186,GORZ48280794529934,LUKN67401869810595,323.14,1650418824.236831,1658454024.236833,236-49-0174,rechazado
TKDFGB4SVWM,40,149,NGBO57066922027276,RDOO74941788268114,788.05,1651628424.237109,1657676424.237111,273-19-9329,pendiente
TFJCGBA5NT5,40,149,NGBO57066922027276,XYLR55029991428267,254.66,1651887624.237132,1658022024.237133,273-19-9329,pendiente
LRDPGBLAYA5,40,149,NGBO57066922027276,IGJZ37421097311248,431.31,1651801224.237154,1658367624.237156,273-19-9329,rechazado
ZRJCGBCRJ0J,40,149,NGBO57066922027276,XAFI20600067885944,228.94,1651455624.237176,1658540424.237178,273-19-9329,pendiente
ANHJGBUD6NL,40,149,NGBO57066922027276,LQVZ21927514678858,74.73,1650418824.237198,1658799624.2372,273-19-9329,rechazado
QFZZGBCNEWY,40,149,NGBO57066922027276,LVNP29196254453292,703.2,1650418824.23722,1658626824.237222,273-19-9329,rechazado
ETOJGBBTWIX,40,149,NGBO57066922027276,SZPB16749913142727,233.61,1651542024.237254,1658713224.237256,273-19-9329,aceptado
GYMYGBF1HYH,40,149,NGBO57066922027276,PDYK50682982923649,528.79,1651628424.237277,1657330824.237279,273-19-9329,rechazado
RFWEGBJ61LX,40,149,NGBO57066922027276,XIFH30864453868916,740.48,1652060424.2373,1657590024.237302,273-19-9329,aceptado
NUMLGBN5LOA,40,149,NGBO57066922027276,IHBX66618370709019,927.46,1650332424.237322,1657244424.237324,273-19-9329,aceptado
FIQYGBIPVX8,40,149,NGBO57066922027276,ECIY28418860925966,565.35,1652060424.237344,1657935624.237346,273-19-9329,rechazado
TIWJGBJJ77E,40,149,NGBO57066922027276,EYJG64263094337729,384.67,1650678024.237366,1658713224.237368,273-19-9329,pendiente
HXXHGBHNERR,40,149,NGBO57066922027276,THUR74993393776245,630.11,1651887624.237389,1658108424.23739,273-19-9329,rechazado
BPUIGB851O0,40,149,NGBO57066922027276,XWQQ71999124614798,379.73,1652406024.23741,1657071624.237412,273-19-9329,rechazado
SZTCGBHKSCW,40,149,NGBO57066922027276,JKDW51985255667013,111.21,1652060424.237433,1657244424.237434,273-19-9329,aceptado
XGYUGBWIXET,40,149,NGBO57066922027276,RPDQ82700714367518,803.48,1652924424.237455,1657762824.237456,273-19-9329,aceptado
